#Quantes vegades vols fer f(x)?
#Quin vols que sigui el pas?
#quin vols que sigui h?
3.320000e-01 4.064317e-01 -4.117631e+00 2.353970e-01 8.281564e-02
3.330000e-01 4.023192e-01 -4.107336e+00 2.354848e-01 9.286799e-02
3.340000e-01 3.982171e-01 -4.096787e+00 2.355829e-01 1.032394e-01
3.350000e-01 3.941257e-01 -4.085984e+00 2.356914e-01 1.139291e-01
3.360000e-01 3.900452e-01 -4.074930e+00 2.358108e-01 1.249362e-01
3.370000e-01 3.859759e-01 -4.063626e+00 2.359414e-01 1.362595e-01
3.380000e-01 3.819181e-01 -4.052073e+00 2.360835e-01 1.478979e-01
3.390000e-01 3.778719e-01 -4.040274e+00 2.362373e-01 1.598499e-01
3.400000e-01 3.738376e-01 -4.028229e+00 2.364033e-01 1.721140e-01
3.410000e-01 3.698155e-01 -4.015940e+00 2.365816e-01 1.846886e-01
3.420000e-01 3.658058e-01 -4.003408e+00 2.367727e-01 1.975717e-01
3.430000e-01 3.618088e-01 -3.990636e+00 2.369769e-01 2.107614e-01
3.440000e-01 3.578246e-01 -3.977624e+00 2.371944e-01 2.242555e-01
3.450000e-01 3.538536e-01 -3.964375e+00 2.374255e-01 2.380520e-01
3.460000e-01 3.498959e-01 -3.950889e+00 2.376706e-01 2.521482e-01
3.470000e-01 3.459519e-01 -3.937169e+00 2.379299e-01 2.665418e-01
3.480000e-01 3.420217e-01 -3.923215e+00 2.382038e-01 2.812299e-01
3.490000e-01 3.381055e-01 -3.909029e+00 2.384925e-01 2.962100e-01
3.500000e-01 3.342037e-01 -3.894614e+00 2.387963e-01 3.114789e-01
3.510000e-01 3.303164e-01 -3.879969e+00 2.391155e-01 3.270337e-01
3.520000e-01 3.264438e-01 -3.865098e+00 2.394504e-01 3.428711e-01
3.530000e-01 3.225863e-01 -3.850001e+00 2.398013e-01 3.589879e-01
3.540000e-01 3.187439e-01 -3.834679e+00 2.401685e-01 3.753806e-01
3.550000e-01 3.149170e-01 -3.819136e+00 2.405522e-01 3.920456e-01
3.560000e-01 3.111057e-01 -3.803371e+00 2.409527e-01 4.089794e-01
3.570000e-01 3.073103e-01 -3.787386e+00 2.413702e-01 4.261781e-01
3.580000e-01 3.035310e-01 -3.771184e+00 2.418051e-01 4.436377e-01
3.590000e-01 2.997680e-01 -3.754765e+00 2.422576e-01 4.613544e-01
3.600000e-01 2.960215e-01 -3.738131e+00 2.427279e-01 4.793239e-01
3.610000e-01 2.922918e-01 -3.721284e+00 2.432163e-01 4.975420e-01
3.620000e-01 2.885791e-01 -3.704225e+00 2.437231e-01 5.160045e-01
3.630000e-01 2.848834e-01 -3.686955e+00 2.442484e-01 5.347068e-01
3.640000e-01 2.812052e-01 -3.669477e+00 2.447926e-01 5.536444e-01
3.650000e-01 2.775446e-01 -3.651791e+00 2.453558e-01 5.728126e-01
3.660000e-01 2.739017e-01 -3.633899e+00 2.459383e-01 5.922068e-01
3.670000e-01 2.702768e-01 -3.615804e+00 2.465403e-01 6.118220e-01
3.680000e-01 2.666702e-01 -3.597505e+00 2.471620e-01 6.316535e-01
3.690000e-01 2.630819e-01 -3.579005e+00 2.478037e-01 6.516960e-01
3.700000e-01 2.595122e-01 -3.560306e+00 2.484655e-01 6.719446e-01
3.710000e-01 2.559613e-01 -3.541408e+00 2.491476e-01 6.923941e-01
3.720000e-01 2.524295e-01 -3.522313e+00 2.498503e-01 7.130391e-01
3.730000e-01 2.489168e-01 -3.503024e+00 2.505737e-01 7.338743e-01
3.740000e-01 2.454235e-01 -3.483541e+00 2.513181e-01 7.548943e-01
3.750000e-01 2.419498e-01 -3.463866e+00 2.520836e-01 7.760935e-01
3.760000e-01 2.384958e-01 -3.444000e+00 2.528704e-01 7.974665e-01
3.770000e-01 2.350618e-01 -3.423945e+00 2.536786e-01 8.190074e-01
3.780000e-01 2.316480e-01 -3.403703e+00 2.545084e-01 8.407107e-01
3.790000e-01 2.282545e-01 -3.383274e+00 2.553601e-01 8.625704e-01
3.800000e-01 2.248815e-01 -3.362661e+00 2.562336e-01 8.845808e-01
3.810000e-01 2.215292e-01 -3.341866e+00 2.571293e-01 9.067359e-01
3.820000e-01 2.181978e-01 -3.320888e+00 2.580471e-01 9.290297e-01
3.830000e-01 2.148875e-01 -3.299731e+00 2.589874e-01 9.514562e-01
3.840000e-01 2.115984e-01 -3.278396e+00 2.599501e-01 9.740093e-01
3.850000e-01 2.083308e-01 -3.256884e+00 2.609354e-01 9.966828e-01
3.860000e-01 2.050847e-01 -3.235196e+00 2.619435e-01 1.019471e+00
3.870000e-01 2.018604e-01 -3.213335e+00 2.629744e-01 1.042366e+00
3.880000e-01 1.986581e-01 -3.191301e+00 2.640283e-01 1.065364e+00
3.890000e-01 1.954779e-01 -3.169097e+00 2.651052e-01 1.088457e+00
3.900000e-01 1.923200e-01 -3.146723e+00 2.662052e-01 1.111638e+00
3.910000e-01 1.891845e-01 -3.124182e+00 2.673285e-01 1.134903e+00
3.920000e-01 1.860717e-01 -3.101474e+00 2.684750e-01 1.158243e+00
3.930000e-01 1.829816e-01 -3.078602e+00 2.696450e-01 1.181653e+00
3.940000e-01 1.799145e-01 -3.055567e+00 2.708384e-01 1.205126e+00
3.950000e-01 1.768705e-01 -3.032370e+00 2.720553e-01 1.228656e+00
3.960000e-01 1.738498e-01 -3.009013e+00 2.732957e-01 1.252235e+00
3.970000e-01 1.708526e-01 -2.985498e+00 2.745597e-01 1.275858e+00
3.980000e-01 1.678789e-01 -2.961825e+00 2.758474e-01 1.299518e+00
3.990000e-01 1.649290e-01 -2.937997e+00 2.771588e-01 1.323207e+00
4.000000e-01 1.620029e-01 -2.914015e+00 2.784938e-01 1.346920e+00
4.010000e-01 1.591010e-01 -2.889881e+00 2.798526e-01 1.370650e+00
4.020000e-01 1.562232e-01 -2.865595e+00 2.812351e-01 1.394389e+00
4.030000e-01 1.533698e-01 -2.841161e+00 2.826414e-01 1.418132e+00
4.040000e-01 1.505410e-01 -2.816578e+00 2.840714e-01 1.441871e+00
4.050000e-01 1.477367e-01 -2.791849e+00 2.855251e-01 1.465601e+00
4.060000e-01 1.449573e-01 -2.766975e+00 2.870026e-01 1.489313e+00
4.070000e-01 1.422028e-01 -2.741958e+00 2.885038e-01 1.513002e+00
4.080000e-01 1.394734e-01 -2.716799e+00 2.900286e-01 1.536660e+00
4.090000e-01 1.367693e-01 -2.691500e+00 2.915771e-01 1.560281e+00
4.100000e-01 1.340905e-01 -2.666062e+00 2.931491e-01 1.583858e+00
4.110000e-01 1.314372e-01 -2.640487e+00 2.947448e-01 1.607385e+00
4.120000e-01 1.288096e-01 -2.614776e+00 2.963639e-01 1.630854e+00
4.130000e-01 1.262077e-01 -2.588931e+00 2.980065e-01 1.654260e+00
4.140000e-01 1.236317e-01 -2.562954e+00 2.996724e-01 1.677594e+00
4.150000e-01 1.210818e-01 -2.536845e+00 3.013616e-01 1.700851e+00
4.160000e-01 1.185581e-01 -2.510607e+00 3.030741e-01 1.724025e+00
4.170000e-01 1.160607e-01 -2.484241e+00 3.048096e-01 1.747107e+00
4.180000e-01 1.135896e-01 -2.457748e+00 3.065682e-01 1.770093e+00
4.190000e-01 1.111452e-01 -2.431130e+00 3.083498e-01 1.792974e+00
4.200000e-01 1.087274e-01 -2.404389e+00 3.101542e-01 1.815745e+00
4.210000e-01 1.063365e-01 -2.377525e+00 3.119812e-01 1.838399e+00
4.220000e-01 1.039724e-01 -2.350541e+00 3.138309e-01 1.860929e+00
4.230000e-01 1.016354e-01 -2.323439e+00 3.157031e-01 1.883329e+00
4.240000e-01 9.932558e-02 -2.296219e+00 3.175975e-01 1.905593e+00
4.250000e-01 9.704302e-02 -2.268883e+00 3.195142e-01 1.927714e+00
4.260000e-01 9.478785e-02 -2.241433e+00 3.214529e-01 1.949686e+00
4.270000e-01 9.256019e-02 -2.213870e+00 3.234135e-01 1.971502e+00
4.280000e-01 9.036015e-02 -2.186195e+00 3.253959e-01 1.993156e+00
4.290000e-01 8.818784e-02 -2.158411e+00 3.273998e-01 2.014642e+00
4.300000e-01 8.604337e-02 -2.130519e+00 3.294251e-01 2.035953e+00
4.310000e-01 8.392684e-02 -2.102520e+00 3.314716e-01 2.057084e+00
4.320000e-01 8.183836e-02 -2.074416e+00 3.335392e-01 2.078029e+00
4.330000e-01 7.977804e-02 -2.046208e+00 3.356276e-01 2.098781e+00
4.340000e-01 7.774598e-02 -2.017898e+00 3.377367e-01 2.119334e+00
4.350000e-01 7.574228e-02 -1.989487e+00 3.398662e-01 2.139682e+00
4.360000e-01 7.376704e-02 -1.960977e+00 3.420160e-01 2.159820e+00
4.370000e-01 7.182036e-02 -1.932370e+00 3.441858e-01 2.179741e+00
4.380000e-01 6.990233e-02 -1.903666e+00 3.463754e-01 2.199440e+00
4.390000e-01 6.801306e-02 -1.874869e+00 3.485846e-01 2.218912e+00
4.400000e-01 6.615263e-02 -1.845978e+00 3.508131e-01 2.238149e+00
4.410000e-01 6.432113e-02 -1.816995e+00 3.530608e-01 2.257148e+00
4.420000e-01 6.251867e-02 -1.787923e+00 3.553273e-01 2.275902e+00
4.430000e-01 6.074532e-02 -1.758762e+00 3.576125e-01 2.294405e+00
4.440000e-01 5.900117e-02 -1.729515e+00 3.599161e-01 2.312653e+00
4.450000e-01 5.728631e-02 -1.700182e+00 3.622377e-01 2.330641e+00
4.460000e-01 5.560083e-02 -1.670765e+00 3.645773e-01 2.348362e+00
4.470000e-01 5.394481e-02 -1.641266e+00 3.669344e-01 2.365811e+00
4.480000e-01 5.231833e-02 -1.611686e+00 3.693088e-01 2.382985e+00
4.490000e-01 5.072147e-02 -1.582026e+00 3.717002e-01 2.399877e+00
4.500000e-01 4.915430e-02 -1.552289e+00 3.741085e-01 2.416483e+00
4.510000e-01 4.761691e-02 -1.522476e+00 3.765331e-01 2.432797e+00
4.520000e-01 4.610938e-02 -1.492588e+00 3.789739e-01 2.448816e+00
4.530000e-01 4.463176e-02 -1.462627e+00 3.814306e-01 2.464533e+00
4.540000e-01 4.318415e-02 -1.432594e+00 3.839029e-01 2.479946e+00
4.550000e-01 4.176660e-02 -1.402491e+00 3.863904e-01 2.495049e+00
4.560000e-01 4.037919e-02 -1.372320e+00 3.888929e-01 2.509837e+00
4.570000e-01 3.902198e-02 -1.342081e+00 3.914100e-01 2.524307e+00
4.580000e-01 3.769504e-02 -1.311777e+00 3.939414e-01 2.538454e+00
4.590000e-01 3.639845e-02 -1.281409e+00 3.964868e-01 2.552274e+00
4.600000e-01 3.513225e-02 -1.250979e+00 3.990458e-01 2.565763e+00
4.610000e-01 3.389651e-02 -1.220487e+00 4.016182e-01 2.578916e+00
4.620000e-01 3.269129e-02 -1.189936e+00 4.042036e-01 2.591731e+00
4.630000e-01 3.151666e-02 -1.159327e+00 4.068016e-01 2.604203e+00
4.640000e-01 3.037266e-02 -1.128661e+00 4.094119e-01 2.616328e+00
4.650000e-01 2.925935e-02 -1.097941e+00 4.120341e-01 2.628103e+00
4.660000e-01 2.817679e-02 -1.067167e+00 4.146679e-01 2.639525e+00
4.670000e-01 2.712504e-02 -1.036342e+00 4.173130e-01 2.650589e+00
4.680000e-01 2.610413e-02 -1.005466e+00 4.199690e-01 2.661293e+00
4.690000e-01 2.511412e-02 -9.745415e-01 4.226355e-01 2.671634e+00
4.700000e-01 2.415506e-02 -9.435697e-01 4.253122e-01 2.681608e+00
4.710000e-01 2.322700e-02 -9.125521e-01 4.279986e-01 2.691212e+00
4.720000e-01 2.232997e-02 -8.814903e-01 4.306945e-01 2.700444e+00
4.730000e-01 2.146403e-02 -8.503858e-01 4.333994e-01 2.709300e+00
4.740000e-01 2.062921e-02 -8.192402e-01 4.361129e-01 2.717779e+00
4.750000e-01 1.982556e-02 -7.880549e-01 4.388348e-01 2.725877e+00
4.760000e-01 1.905312e-02 -7.568315e-01 4.415646e-01 2.733591e+00
4.770000e-01 1.831191e-02 -7.255715e-01 4.443018e-01 2.740920e+00
4.780000e-01 1.760198e-02 -6.942765e-01 4.470463e-01 2.747862e+00
4.790000e-01 1.692337e-02 -6.629479e-01 4.497974e-01 2.754413e+00
4.800000e-01 1.627610e-02 -6.315873e-01 4.525550e-01 2.760573e+00
4.810000e-01 1.566020e-02 -6.001962e-01 4.553184e-01 2.766339e+00
4.820000e-01 1.507572e-02 -5.687762e-01 4.580875e-01 2.771709e+00
4.830000e-01 1.452266e-02 -5.373287e-01 4.608617e-01 2.776682e+00
4.840000e-01 1.400107e-02 -5.058553e-01 4.636407e-01 2.781256e+00
4.850000e-01 1.351096e-02 -4.743574e-01 4.664241e-01 2.785429e+00
4.860000e-01 1.305236e-02 -4.428368e-01 4.692115e-01 2.789201e+00
4.870000e-01 1.262529e-02 -4.112948e-01 4.720024e-01 2.792570e+00
4.880000e-01 1.222978e-02 -3.797329e-01 4.747965e-01 2.795534e+00
4.890000e-01 1.186583e-02 -3.481528e-01 4.775933e-01 2.798093e+00
4.900000e-01 1.153348e-02 -3.165559e-01 4.803925e-01 2.800246e+00
4.910000e-01 1.123273e-02 -2.849438e-01 4.831937e-01 2.801992e+00
4.920000e-01 1.096359e-02 -2.533179e-01 4.859964e-01 2.803330e+00
4.930000e-01 1.072609e-02 -2.216798e-01 4.888002e-01 2.804260e+00
4.940000e-01 1.052024e-02 -1.900311e-01 4.916047e-01 2.804782e+00
4.950000e-01 1.034604e-02 -1.583732e-01 4.944096e-01 2.804894e+00
4.960000e-01 1.020349e-02 -1.267077e-01 4.972144e-01 2.804598e+00
4.970000e-01 1.009262e-02 -9.503614e-02 5.000187e-01 2.803891e+00
4.980000e-01 1.001342e-02 -6.335997e-02 5.028220e-01 2.802776e+00
4.990000e-01 9.965903e-03 -3.168074e-02 5.056241e-01 2.801251e+00
5.000000e-01 9.950062e-03 0.000000e+00 5.084244e-01 2.799318e+00
5.010000e-01 9.965903e-03 3.168074e-02 5.112226e-01 2.796975e+00
5.020000e-01 1.001342e-02 6.335997e-02 5.140182e-01 2.794225e+00
5.030000e-01 1.009262e-02 9.503614e-02 5.168109e-01 2.791067e+00
5.040000e-01 1.020349e-02 1.267077e-01 5.196002e-01 2.787502e+00
5.050000e-01 1.034604e-02 1.583732e-01 5.223858e-01 2.783531e+00
5.060000e-01 1.052024e-02 1.900311e-01 5.251672e-01 2.779155e+00
5.070000e-01 1.072609e-02 2.216798e-01 5.279440e-01 2.774374e+00
5.080000e-01 1.096359e-02 2.533179e-01 5.307158e-01 2.769191e+00
5.090000e-01 1.123273e-02 2.849438e-01 5.334822e-01 2.763606e+00
5.100000e-01 1.153348e-02 3.165559e-01 5.362428e-01 2.757621e+00
5.110000e-01 1.186583e-02 3.481528e-01 5.389973e-01 2.751237e+00
5.120000e-01 1.222978e-02 3.797329e-01 5.417452e-01 2.744456e+00
5.130000e-01 1.262529e-02 4.112948e-01 5.444861e-01 2.737280e+00
5.140000e-01 1.305236e-02 4.428368e-01 5.472196e-01 2.729709e+00
5.150000e-01 1.351096e-02 4.743574e-01 5.499454e-01 2.721748e+00
5.160000e-01 1.400107e-02 5.058553e-01 5.526630e-01 2.713396e+00
5.170000e-01 1.452266e-02 5.373287e-01 5.553720e-01 2.704658e+00
5.180000e-01 1.507572e-02 5.687762e-01 5.580722e-01 2.695534e+00
5.190000e-01 1.566020e-02 6.001962e-01 5.607630e-01 2.686027e+00
5.200000e-01 1.627610e-02 6.315873e-01 5.634441e-01 2.676140e+00
5.210000e-01 1.692337e-02 6.629479e-01 5.661151e-01 2.665876e+00
5.220000e-01 1.760198e-02 6.942765e-01 5.687757e-01 2.655237e+00
5.230000e-01 1.831191e-02 7.255715e-01 5.714255e-01 2.644225e+00
5.240000e-01 1.905312e-02 7.568315e-01 5.740640e-01 2.632845e+00
5.250000e-01 1.982556e-02 7.880549e-01 5.766911e-01 2.621098e+00
5.260000e-01 2.062921e-02 8.192402e-01 5.793061e-01 2.608988e+00
5.270000e-01 2.146403e-02 8.503858e-01 5.819089e-01 2.596519e+00
5.280000e-01 2.232997e-02 8.814903e-01 5.844990e-01 2.583693e+00
5.290000e-01 2.322700e-02 9.125521e-01 5.870762e-01 2.570515e+00
5.300000e-01 2.415506e-02 9.435697e-01 5.896400e-01 2.556987e+00
5.310000e-01 2.511412e-02 9.745415e-01 5.921900e-01 2.543114e+00
5.320000e-01 2.610413e-02 1.005466e+00 5.947261e-01 2.528898e+00
5.330000e-01 2.712504e-02 1.036342e+00 5.972477e-01 2.514345e+00
5.340000e-01 2.817679e-02 1.067167e+00 5.997546e-01 2.499457e+00
5.350000e-01 2.925935e-02 1.097941e+00 6.022465e-01 2.484239e+00
5.360000e-01 3.037266e-02 1.128661e+00 6.047230e-01 2.468696e+00
5.370000e-01 3.151666e-02 1.159327e+00 6.071838e-01 2.452830e+00
5.380000e-01 3.269129e-02 1.189936e+00 6.096286e-01 2.436648e+00
5.390000e-01 3.389651e-02 1.220487e+00 6.120570e-01 2.420152e+00
5.400000e-01 3.513225e-02 1.250979e+00 6.144688e-01 2.403348e+00
5.410000e-01 3.639845e-02 1.281409e+00 6.168636e-01 2.386241e+00
5.420000e-01 3.769504e-02 1.311777e+00 6.192412e-01 2.368834e+00
5.430000e-01 3.902198e-02 1.342081e+00 6.216012e-01 2.351133e+00
5.440000e-01 4.037919e-02 1.372320e+00 6.239433e-01 2.333142e+00
5.450000e-01 4.176660e-02 1.402491e+00 6.262674e-01 2.314867e+00
5.460000e-01 4.318415e-02 1.432594e+00 6.285730e-01 2.296313e+00
5.470000e-01 4.463176e-02 1.462627e+00 6.308599e-01 2.277484e+00
5.480000e-01 4.610938e-02 1.492588e+00 6.331278e-01 2.258386e+00
5.490000e-01 4.761691e-02 1.522476e+00 6.353766e-01 2.239024e+00
5.500000e-01 4.915430e-02 1.552289e+00 6.376058e-01 2.219404e+00
5.510000e-01 5.072147e-02 1.582026e+00 6.398153e-01 2.199530e+00
5.520000e-01 5.231833e-02 1.611686e+00 6.420048e-01 2.179409e+00
5.530000e-01 5.394481e-02 1.641266e+00 6.441740e-01 2.159046e+00
5.540000e-01 5.560083e-02 1.670765e+00 6.463228e-01 2.138447e+00
5.550000e-01 5.728631e-02 1.700182e+00 6.484508e-01 2.117617e+00
5.560000e-01 5.900117e-02 1.729515e+00 6.505580e-01 2.096562e+00
5.570000e-01 6.074532e-02 1.758762e+00 6.526439e-01 2.075288e+00
5.580000e-01 6.251867e-02 1.787923e+00 6.547085e-01 2.053801e+00
5.590000e-01 6.432113e-02 1.816995e+00 6.567514e-01 2.032108e+00
5.600000e-01 6.615263e-02 1.845978e+00 6.587726e-01 2.010213e+00
5.610000e-01 6.801306e-02 1.874869e+00 6.607718e-01 1.988123e+00
5.620000e-01 6.990233e-02 1.903666e+00 6.627488e-01 1.965844e+00
5.630000e-01 7.182036e-02 1.932370e+00 6.647034e-01 1.943383e+00
5.640000e-01 7.376704e-02 1.960977e+00 6.666355e-01 1.920746e+00
5.650000e-01 7.574228e-02 1.989487e+00 6.685449e-01 1.897938e+00
5.660000e-01 7.774598e-02 2.017898e+00 6.704313e-01 1.874968e+00
5.670000e-01 7.977804e-02 2.046208e+00 6.722947e-01 1.851840e+00
5.680000e-01 8.183836e-02 2.074416e+00 6.741350e-01 1.828561e+00
5.690000e-01 8.392684e-02 2.102520e+00 6.759518e-01 1.805138e+00
5.700000e-01 8.604337e-02 2.130519e+00 6.777452e-01 1.781578e+00
5.710000e-01 8.818784e-02 2.158411e+00 6.795149e-01 1.757887e+00
5.720000e-01 9.036015e-02 2.186195e+00 6.812609e-01 1.734071e+00
5.730000e-01 9.256019e-02 2.213870e+00 6.829830e-01 1.710138e+00
5.740000e-01 9.478785e-02 2.241433e+00 6.846812e-01 1.686094e+00
5.750000e-01 9.704302e-02 2.268883e+00 6.863552e-01 1.661946e+00
5.760000e-01 9.932558e-02 2.296219e+00 6.880050e-01 1.637701e+00
5.770000e-01 1.016354e-01 2.323439e+00 6.896306e-01 1.613365e+00
5.780000e-01 1.039724e-01 2.350541e+00 6.912317e-01 1.588945e+00
5.790000e-01 1.063365e-01 2.377525e+00 6.928084e-01 1.564449e+00
5.800000e-01 1.087274e-01 2.404389e+00 6.943606e-01 1.539883e+00
5.810000e-01 1.111452e-01 2.431130e+00 6.958882e-01 1.515253e+00
5.820000e-01 1.135896e-01 2.457748e+00 6.973911e-01 1.490568e+00
5.830000e-01 1.160607e-01 2.484241e+00 6.988693e-01 1.465833e+00
5.840000e-01 1.185581e-01 2.510607e+00 7.003227e-01 1.441057e+00
5.850000e-01 1.210818e-01 2.536845e+00 7.017514e-01 1.416245e+00
5.860000e-01 1.236317e-01 2.562954e+00 7.031552e-01 1.391405e+00
5.870000e-01 1.262077e-01 2.588931e+00 7.045342e-01 1.366544e+00
5.880000e-01 1.288096e-01 2.614776e+00 7.058883e-01 1.341669e+00
5.890000e-01 1.314372e-01 2.640487e+00 7.072175e-01 1.316786e+00
5.900000e-01 1.340905e-01 2.666062e+00 7.085219e-01 1.291904e+00
5.910000e-01 1.367693e-01 2.691500e+00 7.098013e-01 1.267028e+00
5.920000e-01 1.394734e-01 2.716799e+00 7.110559e-01 1.242167e+00
5.930000e-01 1.422028e-01 2.741958e+00 7.122857e-01 1.217326e+00
5.940000e-01 1.449573e-01 2.766975e+00 7.134906e-01 1.192513e+00
5.950000e-01 1.477367e-01 2.791849e+00 7.146707e-01 1.167735e+00
5.960000e-01 1.505410e-01 2.816578e+00 7.158261e-01 1.142998e+00
5.970000e-01 1.533698e-01 2.841161e+00 7.169567e-01 1.118311e+00
5.980000e-01 1.562232e-01 2.865595e+00 7.180627e-01 1.093679e+00
5.990000e-01 1.591010e-01 2.889881e+00 7.191441e-01 1.069111e+00
6.000000e-01 1.620029e-01 2.914015e+00 7.202010e-01 1.044611e+00
6.010000e-01 1.649290e-01 2.937997e+00 7.212334e-01 1.020189e+00
6.020000e-01 1.678789e-01 2.961825e+00 7.222414e-01 9.958492e-01
6.030000e-01 1.708526e-01 2.985498e+00 7.232251e-01 9.715999e-01
6.040000e-01 1.738498e-01 3.009013e+00 7.241846e-01 9.474477e-01
6.050000e-01 1.768705e-01 3.032370e+00 7.251200e-01 9.233992e-01
6.060000e-01 1.799145e-01 3.055567e+00 7.260314e-01 8.994613e-01
6.070000e-01 1.829816e-01 3.078602e+00 7.269190e-01 8.756405e-01
6.080000e-01 1.860717e-01 3.101474e+00 7.277828e-01 8.519436e-01
6.090000e-01 1.891845e-01 3.124182e+00 7.286229e-01 8.283771e-01
6.100000e-01 1.923200e-01 3.146723e+00 7.294396e-01 8.049477e-01
6.110000e-01 1.954779e-01 3.169097e+00 7.302328e-01 7.816618e-01
6.120000e-01 1.986581e-01 3.191301e+00 7.310029e-01 7.585260e-01
6.130000e-01 2.018604e-01 3.213335e+00 7.317500e-01 7.355466e-01
6.140000e-01 2.050847e-01 3.235196e+00 7.324741e-01 7.127301e-01
6.150000e-01 2.083308e-01 3.256884e+00 7.331755e-01 6.900827e-01
6.160000e-01 2.115984e-01 3.278396e+00 7.338543e-01 6.676107e-01
6.170000e-01 2.148875e-01 3.299731e+00 7.345108e-01 6.453203e-01
6.180000e-01 2.181978e-01 3.320888e+00 7.351450e-01 6.232176e-01
6.190000e-01 2.215292e-01 3.341866e+00 7.357572e-01 6.013086e-01
6.200000e-01 2.248815e-01 3.362661e+00 7.363477e-01 5.795995e-01
6.210000e-01 2.282545e-01 3.383274e+00 7.369165e-01 5.580960e-01
6.220000e-01 2.316480e-01 3.403703e+00 7.374639e-01 5.368041e-01
6.230000e-01 2.350618e-01 3.423945e+00 7.379902e-01 5.157296e-01
6.240000e-01 2.384958e-01 3.444000e+00 7.384955e-01 4.948780e-01
6.250000e-01 2.419498e-01 3.463866e+00 7.389800e-01 4.742552e-01
6.260000e-01 2.454235e-01 3.483541e+00 7.394441e-01 4.538665e-01
6.270000e-01 2.489168e-01 3.503024e+00 7.398878e-01 4.337174e-01
6.280000e-01 2.524295e-01 3.522313e+00 7.403116e-01 4.138133e-01
6.290000e-01 2.559613e-01 3.541408e+00 7.407156e-01 3.941595e-01
6.300000e-01 2.595122e-01 3.560306e+00 7.411000e-01 3.747612e-01
6.310000e-01 2.630819e-01 3.579005e+00 7.414652e-01 3.556234e-01
6.320000e-01 2.666702e-01 3.597505e+00 7.418113e-01 3.367511e-01
6.330000e-01 2.702768e-01 3.615804e+00 7.421388e-01 3.181493e-01
6.340000e-01 2.739017e-01 3.633899e+00 7.424477e-01 2.998227e-01
6.350000e-01 2.775446e-01 3.651791e+00 7.427385e-01 2.817760e-01
6.360000e-01 2.812052e-01 3.669477e+00 7.430114e-01 2.640139e-01
6.370000e-01 2.848834e-01 3.686955e+00 7.432666e-01 2.465407e-01
6.380000e-01 2.885791e-01 3.704225e+00 7.435045e-01 2.293608e-01
6.390000e-01 2.922918e-01 3.721284e+00 7.437254e-01 2.124786e-01
6.400000e-01 2.960215e-01 3.738131e+00 7.439296e-01 1.958980e-01
6.410000e-01 2.997680e-01 3.754765e+00 7.441173e-01 1.796233e-01
6.420000e-01 3.035310e-01 3.771184e+00 7.442890e-01 1.636582e-01
6.430000e-01 3.073103e-01 3.787386e+00 7.444448e-01 1.480066e-01
6.440000e-01 3.111057e-01 3.803371e+00 7.445851e-01 1.326720e-01
6.450000e-01 3.149170e-01 3.819136e+00 7.447102e-01 1.176582e-01
6.460000e-01 3.187439e-01 3.834679e+00 7.448205e-01 1.029683e-01
6.470000e-01 3.225863e-01 3.850001e+00 7.449163e-01 8.860586e-02
6.480000e-01 3.264438e-01 3.865098e+00 7.449978e-01 7.457386e-02
6.490000e-01 3.303164e-01 3.879969e+00 7.450655e-01 6.087535e-02
6.500000e-01 3.342037e-01 3.894614e+00 7.451197e-01 4.751322e-02
6.510000e-01 3.381055e-01 3.909029e+00 7.451607e-01 3.449021e-02
6.520000e-01 3.420217e-01 3.923215e+00 7.451888e-01 2.180891e-02
6.530000e-01 3.459519e-01 3.937169e+00 7.452044e-01 9.471797e-03
6.540000e-01 3.498959e-01 3.950889e+00 7.452078e-01 -2.518824e-03
6.550000e-01 3.538536e-01 3.964375e+00 7.451995e-01 -1.416078e-02
6.560000e-01 3.578246e-01 3.977624e+00 7.451796e-01 -2.545204e-02
6.570000e-01 3.618088e-01 3.990636e+00 7.451487e-01 -3.639073e-02
6.580000e-01 3.658058e-01 4.003408e+00 7.451070e-01 -4.697514e-02
6.590000e-01 3.698155e-01 4.015940e+00 7.450548e-01 -5.720367e-02
6.600000e-01 3.738376e-01 4.028229e+00 7.449927e-01 -6.707493e-02
6.610000e-01 3.778719e-01 4.040274e+00 7.449208e-01 -7.658764e-02
6.620000e-01 3.819181e-01 4.052073e+00 7.448396e-01 -8.574070e-02
6.630000e-01 3.859759e-01 4.063626e+00 7.447495e-01 -9.453317e-02
6.640000e-01 3.900452e-01 4.074930e+00 7.446507e-01 -1.029643e-01
6.650000e-01 3.941257e-01 4.085984e+00 7.445436e-01 -1.110334e-01
6.660000e-01 3.982171e-01 4.096787e+00 7.444287e-01 -1.187400e-01
6.670000e-01 4.023192e-01 4.107336e+00 7.443063e-01 -1.260839e-01
6.680000e-01 4.064317e-01 4.117631e+00 7.441767e-01 -1.330649e-01
6.690000e-01 4.105544e-01 4.127670e+00 7.440403e-01 -1.396832e-01
6.700000e-01 4.146870e-01 4.137451e+00 7.438974e-01 -1.459388e-01
6.710000e-01 4.188292e-01 4.146973e+00 7.437485e-01 -1.518322e-01
6.720000e-01 4.229808e-01 4.156235e+00 7.435939e-01 -1.573639e-01
6.730000e-01 4.271416e-01 4.165234e+00 7.434339e-01 -1.625347e-01
6.740000e-01 4.313112e-01 4.173969e+00 7.432689e-01 -1.673455e-01
6.750000e-01 4.354894e-01 4.182439e+00 7.430993e-01 -1.717974e-01
